epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.8678512340983325,0.7403092878970275,0.42351548597278643,0.8476269775187344,0.04809698831278217
2,0.31899646077512406,0.8824520788961941,0.28745078410733055,0.8944213155703581,0.04267766952966369
3,0.25242539108991735,0.9078062783591073,0.24781720637282562,0.9104079933388842,0.03456708580912725
4,0.21185446382755593,0.9227150662098342,0.27779063177446245,0.9039134054954204,0.025
5,0.183331536032147,0.9331975182887304,0.20928148255062343,0.9237302248126561,0.015432914190872758
6,0.15477763872194517,0.9433280859338827,0.20564905107765769,0.9282264779350541,0.0073223304703363135
7,0.1270242474020405,0.9536994166126493,0.18335183266795346,0.9357202331390508,0.0019030116872178317
8,0.10597934205354458,0.9636077414575424,0.17909487065030177,0.9372189841798502,0.0
