global_step,loss,loss_ema
1,1.1793956756591797,1.1793956756591797
100,0.07788149267435074,0.2705285015551979
200,0.0485583133995533,0.09074109681520076
300,0.04549889639019966,0.058223999605897525
400,0.04395194351673126,0.04921188992926278
500,0.039910439401865005,0.04556031721722521
600,0.04306330531835556,0.04192798737675536
700,0.04378867149353027,0.04045264802645987
800,0.03847789764404297,0.039611111653023924
900,0.03444686159491539,0.03863703283933074
1000,0.03217097744345665,0.03818305489523192
1100,0.03937359154224396,0.03719311727618032
1200,0.03269204497337341,0.03663660618848597
1300,0.036860574036836624,0.035809616699422356
1400,0.03645634651184082,0.03518530236205561
1500,0.02801617980003357,0.03398087146024909
1600,0.03547422215342522,0.03403450622731832
1700,0.030827587470412254,0.033849518986397445
1800,0.031262628734111786,0.03418691903901099
1900,0.03625469654798508,0.03433354361632068
2000,0.031003359705209732,0.03319915286556696
2100,0.03211020678281784,0.03351466113969959
2200,0.03676585480570793,0.033678584986360185
2300,0.03671714663505554,0.03274600362021374
2400,0.0328696183860302,0.03229818599451457
2500,0.033478476107120514,0.03301379409121671
2600,0.032956141978502274,0.03246953993410433
2700,0.033623937517404556,0.03184022686498789
2800,0.02597736567258835,0.031595281442657906
2900,0.02908085659146309,0.03166625881107164
3000,0.03477038815617561,0.031333410857397964
3100,0.03194040805101395,0.031442784115897536
3200,0.029127061367034912,0.03187296687729269
3300,0.028531543910503387,0.031665046292576236
3400,0.03012624941766262,0.031195818433900728
3500,0.030779993161559105,0.031382726456386886
3600,0.03482978790998459,0.031423990747451114
3700,0.03144446015357971,0.030883998235929425
3800,0.03012310527265072,0.030997844471649886
3900,0.029933584854006767,0.030976698087719755
4000,0.03562869876623154,0.031170652007356667
4100,0.03236536309123039,0.031178685614705787
4200,0.035741176456213,0.03081650104127051
4300,0.027740733698010445,0.03064438776760663
4400,0.030049391090869904,0.03051098047507635
4500,0.036017343401908875,0.030692705218336433
4600,0.03303482010960579,0.03036002682875053
4700,0.03275030106306076,0.030604817821634517
4800,0.03270800784230232,0.03041006675095048
4900,0.03199629485607147,0.030495414803100765
5000,0.030003748834133148,0.02982500422552718
5100,0.028157275170087814,0.03028173075017953
5200,0.03164103254675865,0.030214845265505698
5300,0.027047354727983475,0.030103295727084103
5400,0.027433155104517937,0.029930912547540538
5500,0.0317826047539711,0.030188710408859742
5600,0.0310484878718853,0.029676990768322344
5700,0.033694565296173096,0.03006413281040166
5800,0.025280287489295006,0.029722701036265467
5900,0.028059884905815125,0.029789794231117255
6000,0.030911512672901154,0.029590165359064544
6100,0.03209832310676575,0.0301288102202797
6200,0.03231165558099747,0.03013142030594072
6300,0.0315854512155056,0.029925954060957684
6400,0.02775227464735508,0.029711840707073413
6500,0.02965303137898445,0.029436192374345742
6600,0.027998074889183044,0.030137087952387974
6700,0.031126266345381737,0.029954184612788176
6800,0.028812766075134277,0.0296185600147225
6900,0.02837188169360161,0.029733941932595036
7000,0.02736983448266983,0.029179399002176937
7100,0.030754048377275467,0.029522809715969493
7200,0.028726495802402496,0.02957140938375047
7300,0.029324999079108238,0.02945326419870627
7400,0.028123514726758003,0.02908909641650604
7500,0.028162658214569092,0.02959137194345347
7600,0.03160035237669945,0.028932769292342442
7700,0.030588341876864433,0.029071157878878262
7800,0.027234654873609543,0.029610314370844
7900,0.031154824420809746,0.029508542761563485
8000,0.025601079687476158,0.029163209197720436
8100,0.02469852939248085,0.029233307485415576
8200,0.029622439295053482,0.029241555449098833
8300,0.03159249573945999,0.029263052150703326
8400,0.029044292867183685,0.028903194676677228
8500,0.026690179482102394,0.029174531751270813
8600,0.02942485921084881,0.02910902370936335
8700,0.025144541636109352,0.029874558837196512
8800,0.027103984728455544,0.028920990090595313
8900,0.027728848159313202,0.028921550526560293
9000,0.029486440122127533,0.029111624808164736
9100,0.029060712084174156,0.029279852601168915
9200,0.028170999139547348,0.029358376425769914
9300,0.027799131348729134,0.02917759236673806
9400,0.030241725966334343,0.029704570522204602
9500,0.027556102722883224,0.029160012237308266
9600,0.03110370971262455,0.029047994257950543
9700,0.035034582018852234,0.02908182672664438
9800,0.03025049716234207,0.029282158912479386
9900,0.03325802460312843,0.029407002794372278
10000,0.02603234350681305,0.028731450198328123
