epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.189960171173696,0.6925085656079266,0.6198336648802079,0.7610324729392173,0.04809698831278217
2,0.36580192076352935,0.8655431058431337,0.3311540968412166,0.8784346378018318,0.04267766952966369
3,0.2890879357211048,0.8944161496434855,0.3577904675574624,0.8684429641965029,0.03456708580912725
4,0.24279145147168135,0.91010278729512,0.24920541181056127,0.9117402164862615,0.025
5,0.20968794920994446,0.9229373090100935,0.2650712113371499,0.902248126561199,0.015432914190872758
6,0.17943560414755164,0.9354569867580331,0.23749735735536714,0.9132389675270608,0.0073223304703363135
7,0.15254933078627486,0.9447356236688582,0.19681795370469582,0.9272273105745212,0.0019030116872178317
8,0.13057886288556603,0.9532178905454208,0.18533879276194443,0.9303913405495421,0.0
