epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.6337582101854133,0.7850171312158534,0.311095497247877,0.8892589508742714,0.04809698831278217
2,0.277608378358059,0.8983794795814427,0.2546701680909188,0.9057452123230642,0.04267766952966369
3,0.2234432998062538,0.9186591351051023,0.24303172790537667,0.9130724396336386,0.03456708580912725
4,0.18765767111150367,0.9314195758866561,0.24270214612636837,0.9104079933388842,0.025
5,0.16122649132802494,0.9406796925641263,0.19474702387130033,0.9313905079100749,0.015432914190872758
6,0.12920383182841105,0.9532734512454857,0.19644120085944144,0.933721898417985,0.0073223304703363135
7,0.10217946515388318,0.9647745161589036,0.17645750401121293,0.9385512073272273,0.0019030116872178317
8,0.08346104257037125,0.9726085748680433,0.17187541703895962,0.9405495420482931,0.0
