epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.5284346020705215,0.8103157699787017,0.3482464295739834,0.869608659450458,0.04809698831278217
2,0.2739325156348956,0.8985461616816371,0.26584831978458845,0.9025811823480433,0.04267766952966369
3,0.2234757920922212,0.9178998055375498,0.22303529252219856,0.9180682764363031,0.03456708580912725
4,0.18433817015973403,0.932697471988147,0.2329404013788174,0.9149042464612822,0.025
5,0.15322061543986693,0.945143068802667,0.20100342339272304,0.927060782681099,0.015432914190872758
6,0.12289154519677901,0.9565515325493101,0.19593741854809404,0.9332223147377186,0.0073223304703363135
7,0.09304062739705937,0.9686267246967312,0.17804975585824345,0.9358867610324729,0.0019030116872178317
8,0.07609887265358184,0.9755532919714789,0.16992118999945136,0.9410491257285596,0.0
